issue_key,existence,property,executive,summary,description,issue_type,status,resolution,priority,labels,components,created,updated,resolved,votes,watchers,parent_key,comment_count,attachment_count
TIKA-456,True,False,False,Support timeouts for parsers,"There are a number of reasons why Tika could hang while parsing. One common case is when a parser is fed an incomplete document, such as what happens when limiting the amount of data fetched during a web crawl.

One solution is to create a TikaCallable that wraps the Tika   parser, and then use this with a FutureTask. For example, when using a ParsedDatum POJO for the results of the parse operation, I do something like this:

    parser = new AutoDetectParser();
    Callable<ParsedDatum> c = new TikaCallable(parser, contenthandler, inputstream, metadata);
    FutureTask<ParsedDatum> task = new  FutureTask<ParsedDatum>(c);
    Thread t = new Thread(task);
    t.start();

    ParsedDatum result = task.get(MAX_PARSE_DURATION, TimeUnit.SECONDS);

And TikaCallable() looks like:

class TikaCallable implements Callable<ParsedDatum> {
    public TikaCallable(Parser parser, ContentHandler handler, InputStream is, Metadata metadata) {
        _parser = parser;
        _handler = handler;
        _input = is;
        _metadata = metadata;
        ...
    }

    public ParsedDatum call() throws Exception {
        ....
        _parser.parse(_input, _handler, _metadata, new ParseContext());
        ....
    }
}

This seems like it would be generally useful, as I doubt that we'd  ever be able to guarantee that none of the parsers being wrapped by Tika could ever hang.

One idea is to create a TimeoutParser that wraps a regular Tika Parser. E.g. something like:

  Parser p = new TimeoutParser(new AutodetectParser(), 20, TimeUnit.SECONDS);

Then the call to p.parse(...) would create a Callable (similar to the code above) and use the specified timeout when calling task.get().

One minus with this approach is that it creates a new thread for each parse request, but I don't think the thread overhead is significant when compared to the typical parser operation.
",Improvement,Resolved,Fixed,Major,,parser,2010-07-05T20:42:12.465+0000,2021-04-12T13:01:55.955+0000,2016-11-10T14:33:37.273+0000,6,9,,25,0
TIKA-447,True,True,False,Container aware mimetype detection,"As discussed on the dev list, Tika should ideally have a configurable way to process container based formats (eg zip files and ole2 files) when trying to detect the correct mime type for a document.

This needs to be configurable, because some people won't want Tika to have to do all the work of parsing the whole file when they're not interested in knowing exactly what's in it

Once we have gone to the trouble of opening and parsing the container file, we should try to keep the open container around to speed up parsing of the contents",New Feature,Closed,Fixed,Major,,mime,2010-06-29T15:34:14.588+0000,2011-10-20T12:34:20.702+0000,2011-08-21T14:13:47.471+0000,0,0,,22,2
TIKA-445,True,False,False,Geographic metadata namespace ,"As discussed in TIKA-443, we should have a new Geographic namespace. Initially, this will hold just:
* LATITUDE = geo:latitude
* LONGITUDE = geo:longitude

Later we can add things like height, bearing etc as required

This namespace will be used by both the geographic formats, as well as things like JPEG (exif geo tags) and HTML (icbm geo tags)",New Feature,Closed,Fixed,Minor,,metadata,2010-06-28T15:22:51.661+0000,2010-06-30T07:14:16.143+0000,2010-06-29T11:21:05.701+0000,0,0,,4,1
TIKA-443,True,False,False,Geographic Information Parser,"I'm working in the automatic description of geospatial resources, and I think that might be interesting to incorporate new parser/s to Tika in order to manage and describe some geo-formats. These geo-formats include files, services and databases.

If anyone is interested in this issue or want to collaborate do not hesitate to contact me. Any help is welcome.",New Feature,Resolved,Fixed,Major,memex; new-parser,parser,2010-06-17T09:25:29.508+0000,2015-11-04T19:11:01.105+0000,2015-05-01T08:01:08.822+0000,0,8,,28,2
TIKA-440,True,False,False,[Patch] Fetch the composer information in the MP3 Parser,"The attached patch enables the fetching of the Composer from the ID3 tags, and saving it into the metadata using the already defined XMPDM key",New Feature,Resolved,Fixed,Major,,parser,2010-06-15T16:38:59.206+0000,2010-06-16T21:04:31.386+0000,2010-06-16T21:04:31.410+0000,0,0,,2,1
TIKA-416,False,True,False,Out-of-process text extraction,"There's currently no easy way to guard against JVM crashes or excessive memory or CPU use caused by parsing very large, broken or intentionally malicious input documents. To better protect against such cases and to generally improve the manageability of resource consumption by Tika it would be great if we had a way to run Tika parsers in separate JVM processes. This could be handled either as a separate ""Tika parser daemon"" or as an explicitly managed pool of forked JVMs.",New Feature,Closed,Fixed,Minor,,parser,2010-04-30T14:38:05.373+0000,2012-08-02T09:33:38.905+0000,2011-01-18T15:34:41.150+0000,0,0,,4,0
TIKA-420,True,True,True,[PATCH] Integration of boilerpipe: Boilerplate Removal and Fulltext Extraction from HTML pages,"Hi all,

while Tika already provides a parser for HTML that extracts the plain text from it, the output generally contains all text portions, including the surplus ""clutter"" such as navigation menus, links to related pages etc. around the actual main content. This ""boilerplate text"" typically is not related to the main content and may deteriorate search precision.

I think Tika should be able to automatically detect and remove the boilerplate text. I propose to use ""boilerpipe"" for this purpose, an Apache 2.0 licensed Java library written by me. Boilerpipe provides both generic and specific strategies for common tasks (for example: news article extraction) and may also be easily extended for individual problem settings.

Extracting content is very fast (milliseconds), just needs the input document (no global or site-level information required) and is usually quite accurate. In fact, it outperformed the state-of-the-art approaches for several test collections.

The algorithms used by the library are based on (and extending) some concepts of my paper ""Boilerplate Detection using Shallow Text Features"", presented at WSDM 2010 -- The Third ACM International Conference on Web Search and Data Mining New York City, NY USA. (online at http://www.l3s.de/~kohlschuetter/boilerplate/ )

To use boilerpipe with Tika, I have developed a custom ContentHandler (BoilerpipeContentHandler; provided as a patch to tika-parsers) that can simply be passed to HtmlParser#parse. The BoilerpipeContentHandler can be configured in several ways, particularly which extraction strategy should be used and where the extracted content should go -- into Metadata or to a Writer).

I also provide a patch to TikaCLI, such that you can use boilerpipe via Tika from the command line (use a capital ""-T"" flag instead of ""-t"" to extract the main content only).

I must note that boilerplate removal is considered a research problem:

While one can always find clever rules to extract the main content from particular web pages with 100% accuracy, applying it to random, previously unseen pages on the web is non-trivial.

In my paper, I have shown that on the Web (i.e. independent of a particular site owner, page layout etc.), textual content can apparently be grouped into two classes, long text (i.e., a lot of subsequent words without markup -- most likely the actual content) and short text (i.e., a few words between two HTML tags, most likely navigational boilerplate text) respectively. Removing the words from the short text class alone already is a good strategy for cleaning boilerplate and using a combination of multiple shallow text features achieves an almost perfect accuracy. To a large extent the detection of boilerplate text does not require any inter-document knowledge (frequency of text blocks, common page layout etc.) nor any training at token level. The costs for detecting boilerplates are negligible, as it comes down simply to counting words.

The algorithms provided in my paper seem to generally work well and especially for news article-like pages (for a Zipf-representative collection of English news pages crawled via Google News: 90-95% F1 on average, 95-98% F1 median), well ahead of the competition (78-89% avg. F1, 87-95% median F1).

Patches are attached, questions welcome.

Best,
Christian",New Feature,Resolved,Fixed,Major,Boilerplate_Removal; Fulltext_Extraction; Template_Detection; Text_Cleaning; boilerpipe,parser,2010-05-07T20:14:35.203+0000,2010-07-12T17:33:02.586+0000,2010-07-12T17:33:02.603+0000,0,1,,12,3
TIKA-383,True,False,False,new option for TIKA CLI to get only the languages of a document,"The TIKA CLI returns all metadata of an Document, but sometimes you only need one part of the metadatas. in my case I only need the language. I wrote a small patch, wich adds the arguments -l and --language to the CLI, who filters the metadata and return only the language. ",Improvement,Resolved,Fixed,Major,,cli,2010-02-25T09:20:26.621+0000,2010-09-30T19:13:17.302+0000,2010-09-30T19:13:17.334+0000,1,1,,2,1
TIKA-372,True,False,False,Channel and SampleRate information for MP3 files,"Currently, the AudioParser for wave files extracts channel and samplerate metadata (along with a few other things).

The attached patch adds the same support to the MP3 parser, via decoding the first audio frame.

If applied, these audio related keys should probably be added to the main Metadata class.",Improvement,Resolved,Fixed,Minor,,parser,2010-01-26T15:27:59.678+0000,2010-02-01T17:44:50.733+0000,2010-02-01T17:44:50.742+0000,0,0,,2,1
TIKA-369,False,True,False,Improve accuracy of language detection,"Currently the LanguageProfile code uses 3-grams to find the best language profile using Pearson's chi-square test. This has three issues:

1. The results aren't very good for short runs of text. Ted Dunning's paper (attached) indicates that a log-likelihood ratio (LLR) test works much better, which would then make language detection faster due to less text needing to be processed.
2. The current LanguageIdentifier.isReasonablyCertain() method uses an exact value as a threshold for certainty. This is very sensitive to the amount of text being processed, and thus gives false negative results for short runs of text.
3. Certainty should also be based on how much better the result is for language X, compared to the next best language. If two languages both had identical sum-of-squares values, and this value was below the threshold, then the result is still not very certain.

",Improvement,Resolved,Fixed,Major,,languageidentifier,2010-01-24T18:52:11.525+0000,2021-12-15T16:02:17.727+0000,2021-12-15T16:02:17.720+0000,5,13,,32,3
TIKA-322,False,True,True,Improve encoding detection speed and accuracy,The encoding detection code we took from ICU4J is not very efficient and sometimes produces odd results when more than one encoding matches the given input data. It would be good to refactor the code to be faster for easy-to-detect encodings and to have better heuristics in case multiple matches are found.,Improvement,Resolved,Fixed,Minor,,mime,2009-11-13T04:10:50.243+0000,2012-07-07T19:45:25.316+0000,2012-07-07T19:45:25.082+0000,1,1,,4,0
TIKA-342,True,False,False,Improve OSGi bundling,"Based on discussions in TIKA-340 I have improved the Bundle plugin configuration as follows:

   * Tika Parsers and TIka Core are now embedded
         -> solution is to use a new configuration element <_exportcontents>, which just exports
   * xmlbeans is now also embedded
         -> solution is to explicitly import org.w3c.dom, thus ignoring the embedded package",Improvement,Resolved,Fixed,Major,,packaging,2009-12-03T07:29:01.327+0000,2009-12-14T23:37:48.192+0000,2009-12-14T23:37:48.194+0000,0,0,,2,1
TIKA-337,True,False,True,SWF parser,"Here is an initial implementation of a SWF Parser which uses JavaSWF and has been adapted from  A. Bialecki's implementation for Nutch.
The main differences with the implementation for Nutch is that we use the latest version of JavaSWF and do not try to extract text from the actions or structured URLs. As usual URLs can be obtained from the text extracted using ParserPostProcessor.
JavaSWF has changed quite a bit since the Nutch integration and I wanted to keep this initial port nice and simple. It should be possible to extract the URLs from the actions using  JavaSWF's API, I think this is what they did in Heritrix.
",New Feature,Resolved,Duplicate,Major,,parser,2009-11-27T10:21:31.221+0000,2009-11-30T11:02:12.138+0000,2009-11-29T23:57:14.240+0000,0,0,,3,2
TIKA-333,False,True,True,Improve accuracy of charset detection for HTML pages,"Charset detection for HTML pages doesn't work all that well currently, due to the amount of text that's HTML markup at the beginning of the document.

A simple solution would be to skip over the first 2K (assuming the document is long enough) before passing bytes to ICU4J.

A more complex solution would be to scan for title and body tags, and pass bytes found in each.
",Improvement,Closed,Not A Problem,Minor,,,2009-11-25T17:52:42.546+0000,2009-11-25T18:36:54.344+0000,2009-11-25T18:36:54.346+0000,0,0,,1,0
TIKA-270,False,True,False,secure-processing not supported by some JAXP implementations,,Bug,Resolved,Duplicate,Minor,,parser,2009-09-03T09:19:20.559+0000,2009-09-03T09:23:13.915+0000,2009-09-03T09:23:13.917+0000,0,0,,1,0
TIKA-261,True,True,False,Ability to limit the amount of extracted text,"It would be nice to have some generic mechanism to limit the amount of text extracted from a single document. This would be especially useful for anything that buffers the entire result of text extraction in memory, and it could also be used to improve performance in cases where having the entire contents of huge documents is not that important.",New Feature,Resolved,Fixed,Minor,,parser,2009-07-15T16:35:55.241+0000,2010-03-19T16:53:50.553+0000,2010-03-19T16:53:50.570+0000,0,0,,1,0
TIKA-238,True,False,False,Better handling of delegating parser implementations,"Delegating Parser implementations (i.e. ones that call another Parser instance to process some parts of the input document) like the PackageParser subclasses currently simply instantiate a new AutoDetectParser() whenever a more specific delegate parser has not been specified. This is troublesome as it 1) makes customization more difficult and 2) performs poorly since a new AutoDetectParser (with a new freshly parsed copy of the default configuration) is currently instantiated whenever such a delegating parser is used.

Instead of working around the issue with things like keeping a static copy of the pre-parsed default configuration, I'd like to solve this issue by introducing a new DelegatingParser abstraction for this and hooking it to the configuration mechanism.",Improvement,Closed,Fixed,Minor,,config; parser,2009-06-02T01:23:40.802+0000,2009-08-05T21:15:39.382+0000,2009-06-02T08:45:51.871+0000,0,0,,1,0
TIKA-216,False,True,False,Zip bomb prevention,"It would be good to have a mechanism that automatically detects a ""zip bomb"", i.e. a compressed document that expands to excessive amounts of extracted text. The classic example is the 42.zip file that's just 42kB in size, but expands to about 4 *petabytes* when all layers are fully uncompressed.

A simple preventive measure could be a Parser decorator that counts the number of input bytes and the output characters, and fails with a TikaException when the ratio exceeds some configurable limit.

As another preventive measure, the decorator could also keep track of the time (and perhaps even memory, if possible) it takes to process the input document. A TikaException would be thrown if processing time exceeds some configurable limit.",New Feature,Closed,Fixed,Major,,parser,2009-04-08T12:01:23.617+0000,2012-02-10T12:21:01.954+0000,2009-07-13T20:12:27.286+0000,0,0,,5,0
TIKA-99,True,False,False,Support external parser programs,"There should be a parser component (like ExternalParser) that invokes an external command line application, feeds the given document as input to the application, and returns the output from the application as the extracted text (or xhtml) content. This would allow integration with tools like catdoc or pdf2txt.",New Feature,Closed,Fixed,Minor,,parser,2007-11-12T12:22:21.071+0000,2009-05-22T22:05:27.774+0000,2008-07-12T10:19:06.604+0000,0,0,,1,0
TIKA-203,True,False,False,Earlier metadata extraction in ParsingReader,"The normal parse() method guarantees that all extracted metadata will be available in the metadata object once the method returns. But since the ParsingReader class runs the parse() method in a background thread, one can only assume that extracted metadata is available once the entire character stream has been consumed. This is troublesome for example when creating Lucene Document objects, as Lucene postpones reading the given character stream to when the already constructed Document is passed to an IndexWriter. The result is that (depending on thread scheduling and the structure of the input document format) metadata may not be available for inclusion in the indexed Document.

One way of fixing this issue is to add a small character buffer in ParsingReader, and to make sure that the buffer is filled with extracted text before the ParsingReader constructor returns. This should ensure that relevant document metadata is almost always available, since the majority of document formats have all or most metadata at the beginning of the document stream.",Improvement,Closed,Fixed,Minor,,parser,2009-02-11T16:14:03.900+0000,2009-07-17T13:24:40.679+0000,2009-02-13T23:09:31.187+0000,0,0,,6,1
TIKA-172,True,False,False,New Open Document Parser that emmits structured XHTML content.,"The current Open Document parser is very simplistic. It only creates a paragraph with the whole text content of ODF documents in it. The problem is also, that all whitespace is stripped.

The attached patch is a new and SAX-featured (so low memory capable) parser without using external libraries for ODF. The structure of ODF content.xml files is very clean (and identical for all types of documents) and maps very good to XHTML. It is possible to map paragraphs to <p> tags and headings to <hX>-Tags. Also tables (and so spreadsheets) are identical to HTML rules.

The idea behind this parser is a simple tag mapping approach. A new ContentHandlerDecorator in the o.a.t.sax-Package is able to simple map element names and attributes by a Map<javax.xml.namespace.QName,...). For each mapping a second mapping for the attributes Map<javax.xml.namespace.QName,javax.xml.namespace.QName> is available that maps the attributes. All not mappable attributes are thrown away. Tag names not in the mapping are are also not reported to the delegate.

With this new decorator, it is possible to map all ODF content.xml names to XHTML using a static map in the parser class. In addition to this some extra-handling for special cases in ODF are done in the SAX handler, that receives the parsing events (that extends ElementMappingContentHandler) is done:
a) only direct content of tags from the text:-namespace are reported to characters(), this excludes style tags and so on.
b) some tags and *all* its content are left out (Templates for TOC, additional cells for col/rowspan handling)
c) mapping of <text:h> to HTML <hX> is done by using the heading level (in ODF in an attribute of <text:h>).

As there are still some OpenOffice version 1.0 documents around (.sxw-files) that use old namespace declarations in meta.xml and content.xml (the current parser fails to parse metadata and content of such documents), an additional ContentHandlerDecorator is used, that maps all old namespaces beginning with ""http://openoffice.org/2000/"" to the ""urn:oasis..."" ones.
If support for such ld document types is not needed, we could simply leave out this additional decorator.

This is a very clean and good working approach for ODF files. In my opinion, this could also be done in a similar way for OpenXML files for MS Office 2007. I looked into the new POI version, that has text extraction support for OpenXML, but this uses a lot of additional XML parser libraries, DOM trees and does not use SAX, and is memory intensive. I think (I will read the specs from Microsoft the next days) and maybe I will create the same infracstruture for OpenXML, too. As POI is for OLE2 document format, it should only be used for this and not the XML based OpenXML.",Improvement,Closed,Fixed,Major,,parser,2008-11-15T17:27:31.087+0000,2013-05-02T02:29:18.786+0000,2008-12-03T00:14:24.562+0000,0,0,,6,1
TIKA-153,True,True,False,Allow passing of files or memory buffers to parsers,"Some of our parsers need to be able to go back and forth within a source document, so need either a file or (for smaller documents) an in-memory buffer that contains the full document. Currently we use temporary files for such cases, which in some cases means doing an extra copy of a file before it gets parsed. We should come up with some way for clients to pass in a file or a memory buffer if one is available.",New Feature,Closed,Fixed,Minor,,parser,2008-07-30T08:45:02.708+0000,2011-10-20T12:34:16.490+0000,2011-05-20T22:58:31.802+0000,2,1,,4,0
TIKA-143,True,False,True,Add ParsingReader,"Lucene Java takes a Reader as input when including content in a search index. Tika instead generates SAX events or (with WriteOutContentHandler) writes content to a Writer, which requires extra work when integrating with Lucene and other tools that expect a Reader.

To cover that case we should implement a ParsingReader class that takes an InputStream and a Tika Parser and returns the parsed text content through the Reader interface.",New Feature,Closed,Fixed,Minor,,parser,2008-06-06T13:57:24.911+0000,2009-05-22T22:05:29.101+0000,2008-06-06T15:11:06.345+0000,0,0,,1,0
TIKA-139,True,False,False,Add a composite parser,There should be a generic parser class that delegates parsing calls to underlying component parsers based on the incoming document type metadata.,New Feature,Closed,Fixed,Minor,,parser,2008-04-11T14:25:46.810+0000,2009-05-22T22:05:28.877+0000,2008-05-06T06:49:35.411+0000,0,0,,4,0
TIKA-137,True,False,False,Move CLI and GUI into separate sub-modules,"It would be a good choice based on my point of view that you move the CLI and GUI parts into separate modules. This will separate the CLI/GUI parts from the real library parts.

This would result in the following structure:

Root
  +--- CLI
  !
  +--- GUI
  !
  +--- LIB

The LIB represents the real Tika-Framework which can be used by any other application without having integrated of any classes of GUI/CLI which a not needed.",Improvement,Closed,Won't Fix,Minor,,config; general,2008-03-27T22:24:52.090+0000,2009-05-22T22:09:06.211+0000,2008-04-08T15:58:59.121+0000,0,0,,2,0
TIKA-132,True,False,False,Refactor Excel extractor to parse per sheet and add hyperlink support,"In the excel record stream, hyperlink records come at the end of the sheet, after the cell value records. This is a problem for the current streaming implementation of the excel parser since it means the hyperlink cannot be output when a cell is being processed.

Jukka suggested the following on the mailing list:

""How about if the streaming Excel parser maintained a sparse in-memory table of the contents of the sheet that is currently being parsed and would only generate the respective SAX events once the sheet has been parsed? Since we can focus on only the information that's relevant to Tika clients, the memory requirements sould be moderate even for huge sheets (i.e. much less than the file size even for a single-sheet file). This should satisfy the low memory footprint requirements reasonably well while allowing us to generate more accurate output.""

See here: http://tika.markmail.org/message/ac3kgujkcrgqyb4i

",Improvement,Closed,Fixed,Minor,,parser,2008-03-21T14:11:11.656+0000,2009-05-22T22:05:28.732+0000,2008-07-12T09:42:59.545+0000,0,0,,5,1
TIKA-126,True,False,False,"Add Parser.parse(InputStream, Metadata) for metadata extraction","In some cases a client is just interested in the parsed metadata and not the extracted text content. It is easy to ignore the text content by just passing a dummy DefaultHandler to the existing parse() method, but many parsers could avoid a lot of work if they knew in advance that the text content is not needed.

Thus I want to add a parse(InputStream, Metadata) signature to the Parser interface. I'll also add an AbstractParser base class with a trivial implementation of that method:

    public abstract AbstractParser implements Parser {
        public void parse(InputStream stream, Metadata metadata) {
            parse(stream, new DefaultHandler(), metadata);
        }
    }
",New Feature,Closed,Later,Major,,parser,2008-03-09T12:17:42.156+0000,2009-05-22T22:10:34.201+0000,2008-09-19T22:14:54.741+0000,0,0,,3,0
TIKA-116,True,False,False,Streaming parser for OpenDocument files,"The current OpenOfficeParser first reads the entire meta.xml and content.xml files from the given OpenDocument zip into memory, then parses the in-memory files to DOM trees, merges the trees, and finally evaluates a number of XPath expressions against the resulting DOM tree to extract metadata and document content. All this requires quite a bit of memory and multiple passes over the document.

It would be better if the document could be streamed directly through zip and sax parsers without keeping a full copy of the document in memory or doing multiple passes over the document.

",Improvement,Closed,Fixed,Major,,parser,2008-01-21T03:34:14.484+0000,2009-05-22T22:05:28.279+0000,2008-01-21T21:35:51.545+0000,0,0,,2,1
TIKA-105,True,False,True,Excel parser implementation based on POI's Event API,"Tika's existing ExcelParser implementation uses POI's HSSFWorkbook to extract text from an Excel file. POI also provides an alternative ""Event API""[1] for processing Excel files - the advantage being that it has a much smaller memory footprint, but at the cost of a slightly more complex API.

I have written an alternative excel parser implementation based on the Event API - if its of interest to the Tika project I'll write a test case for it.


[1] http://poi.apache.org/hssf/how-to.html#event_api",Improvement,Closed,Fixed,Minor,,parser,2007-11-26T02:10:03.249+0000,2009-05-22T22:05:27.809+0000,2008-01-20T14:48:37.581+0000,0,0,,4,1
TIKA-95,True,True,False,Pluggable magic header detectors,"Some file formats like MS Office files or specific XML schemas don't have simple magic marker bytes that could be used to easily identify the type of the document. However, it would in many cases be possible to detect such formats with more complex parsing logic.

Also, there are some external libraries (like Sanselan as mentioned in TIKA-92) that contain their own magic header rules. Instead of duplicating such rules in Tika, it would be better if Tika could just invoke the existing external functionality.

To support these cases Tika should provide a mechanism to plug in custom magic header detector components in addition to the traditional configured magic patterns.",New Feature,Resolved,Duplicate,Minor,,mime,2007-11-12T02:22:51.994+0000,2011-05-20T16:54:42.154+0000,2011-05-20T16:54:42.146+0000,0,0,,1,0
TIKA-90,True,True,False,Allow thumbnails as document metadata,"It would be nice if parser components could produce thumbnail images and other non-string metadata when parsing documents.

To do this, we could either generalize the current Metadata methods, or introduce new methods for handling such non-string metadata.",New Feature,Open,,Minor,,general,2007-11-12T00:57:37.928+0000,2015-03-01T06:43:52.519+0000,,2,6,,1,0
TIKA-69,True,False,False,ParseUtils methods need to support Metadata,"ParseUtils methods need to support Metadata and in general need updating and streamlining to reflect recent changes in the source code base.
",Improvement,Closed,Won't Fix,Major,,general,2007-10-15T20:28:22.177+0000,2009-05-22T22:09:05.995+0000,2009-03-09T05:49:26.168+0000,0,0,,2,1
TIKA-67,True,False,False,Add an auto-detecting Parser implementation,"We should have an AutoDetectParser class that uses the MIME framework to automatically detect the type of the document being parsed, and that dispatches the parsing task to the parser class configured for the detected MIME type.

The class would work like this:

    InputStream stream = ...;
    ContentHandler handler = ...;

    Metadata metadata = new Metadata();
    metadata.set(Metadata.CONTENT_TYPE, ...); // optional content type hint
    metadata.set(""filename"", ...); // optional file name hint

    AutoDetectParser parser = new AutoDetectParser();
    parser.setConfig(...); // optional TikaConfig configuration

    parser.parse(stream, handler, metadata);
",New Feature,Closed,Fixed,Major,,general,2007-10-14T22:01:24.415+0000,2009-05-22T22:06:08.724+0000,2007-10-15T21:11:16.606+0000,0,0,,3,1
TIKA-52,True,False,False,RereadableInputStream needs to support not closing the input stream it wraps.,"The MSParser currently uses the RereadableInputStream to reread a stream.  The Parser architecture requires that parser implementations do not close the stream, but instead leave that task to the parser's caller.  We need to add the ability to *not* close the stream to RereadableInputStream, and use that option in MSParser.",Improvement,Closed,Fixed,Major,,general,2007-10-10T14:30:41.387+0000,2009-05-22T22:06:08.159+0000,2007-10-12T05:47:26.453+0000,0,1,,2,1
TIKA-46,True,False,False,Use Metadata in Parser,The Parser interface should use the Metadata framework to pass document metadata in and out.,Improvement,Closed,Fixed,Major,,,2007-10-07T17:37:43.187+0000,2009-05-22T22:06:08.086+0000,2007-10-07T22:02:38.311+0000,0,0,,4,3
TIKA-33,True,False,False,Stateless parsers,"As a next step towards the proposed Parser model from the mailing list I'd like to make the current (as after TIKA-31) Parser class stateless by removing the Content, InputStream, and other related member variables and giving them as parameters to a parse method call.",Improvement,Closed,Fixed,Major,,general,2007-09-26T13:39:25.557+0000,2009-05-22T22:10:33.965+0000,2007-10-01T07:21:41.867+0000,0,0,,2,1
TIKA-31,True,False,False,"protected Parser.parse(InputStream stream, Iterable<Content> contents)","In order to push towards a stateless Parser interface, I'd like to propose implementing the current Parser.getContents() method (as it exists after TIKA-26) in terms of a stateless abstract method with the following signature:

    protected abstract String parse(InputStream stream, Iterable<Content> contents) throws IOException, TikaException;

This method would return the fulltext content of the given stream as the String return value and place any extra metadata into the given set of Content instances. With this information the current Parser.getContents() method could populate a fulltext (and summary) Content entry and any regexp Content entries universally for any Parser classes. Also, we could centralize state handling and exception processing to a single class.",Improvement,Closed,Fixed,Major,,general,2007-09-25T14:01:46.647+0000,2009-05-22T22:10:33.934+0000,2007-09-25T20:37:21.224+0000,0,0,,4,1
TIKA-24,True,False,False,"Parser and ParserFactory should work with resources' InputStreams but not their Files, URLs, or Strings.","To simplify the parser code, we want to move any code relating to resources as Files, URLs, and Strings outside to code in other areas.
",Improvement,Closed,Fixed,Minor,,general,2007-09-22T15:38:47.721+0000,2007-09-23T17:48:15.212+0000,2007-09-23T17:48:15.215+0000,0,0,,2,0
TIKA-23,True,True,False,Decouple Parser from ParserConfig,"Instead of starting from scratch with the new Parser interface design I proposed on the mailing list, I'd like to work from the current codebase, iteratively refactoring it.

The first problem I see with the current Parser design is the tight coupling with the ParserConfig (and even LiusConfig) classes. Config objects are used both by ParserFactory when  creating the parser instances and by the parser objects when parsing content. In fact the parser classes even use the ParserConfig instances as containers of parsed content.

This coupling makes it quite difficult to apply any structural changes to the parser classes, so as a first step I'd like to propose a change that breaks this coupling.",Improvement,Closed,Fixed,Minor,,general,2007-09-21T06:34:12.410+0000,2009-05-22T22:06:07.593+0000,2007-09-21T14:57:44.746+0000,0,0,,2,1
TIKA-6,True,False,True,Port Nutch (or better) MimeType detection system into Tika,"This patch will contribute a MimeType detection system for Tika, including MImeType data structure, and associated content-detection facilities. This will be based on Nutch's MimeType system as a baseline, however, I'm open to suggestions. Jerome Charron mentioned that he had an implementation of a MimeType system based on FreeDesktop.org's system. We should look into this as well.",New Feature,Closed,Fixed,Major,,general,2007-06-07T04:12:16.048+0000,2007-11-03T05:42:15.950+0000,2007-09-21T15:11:36.547+0000,0,0,,14,2
TIKA-1508,True,False,False,Add uniformity to parser parameter configuration,"We can currently configure parsers by the following means:
1) programmatically by direct calls to the parsers or their config objects
2) sending in a config object through the ParseContext
3) modifying .properties files for specific parsers (e.g. PDFParser)

Rather than scattering the landscape with .properties files for each parser, it would be great if we could specify parser parameters in the main config file, something along the lines of this:
{noformat}
    <parser class=""org.apache.tika.parser.audio.AudioParser"">
      <params>
        <int name=""someparam1"">2</int>
        <str name=""someOtherParam2"">something or other</str>
      </params>
      <mime>audio/basic</mime>
      <mime>audio/x-aiff</mime>
      <mime>audio/x-wav</mime>
    </parser>
{noformat}",Improvement,Resolved,Fixed,Major,,,2015-01-08T18:07:47.186+0000,2022-10-20T13:31:20.057+0000,2022-10-20T13:26:13.037+0000,0,8,,24,0
TIKA-2829,False,True,True,Security Vulnerability in boilerpipe (CVE-2018-16481),"org.apache.tika:tika-parsers:1.20 depending on boilerpipe, which the dependency reflections uses.

[https://nvd.nist.gov/vuln/detail/CVE-2018-16481]
h3. Current Description

A XSS vulnerability was found in html-page <=2.1.1 that allows malicious Javascript code to be executed in the user's browser due to the absence of sanitization of the paths before rendering.

==========================

[info] de.l3s.boilerpipe:boilerpipe:1.1.0
[info]   +-org.apache.tika:tika-parsers:1.20",Bug,Closed,Not A Bug,Major,,parser,2019-02-18T06:17:16.300+0000,2022-02-03T23:01:57.697+0000,2022-02-03T23:01:44.548+0000,0,3,,4,0
TIKA-2911,True,False,False,Add new parsers,Let's use this ticket as the parent for adding new parsers.  This will allow us to have a single point of reference for requests/plans for new parsers.,Task,Open,,Major,,,2019-07-22T14:49:38.611+0000,2023-07-23T06:19:21.721+0000,,0,6,,7,0
TIKA-3638,False,True,True,Log4J vulnerability mitigation by upgrading to latest,"Noticeable Vulnerability for log4j is still persistent in log4j 2.17.0.

Upgrading to 2.17.1 (and any latest that may come up before release).

 

Ref:

[https://mvnrepository.com/artifact/org.apache.logging.log4j/log4j-core/2.17.0]

[https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-44832]

https://issues.apache.org/jira/browse/LOG4J2-3293",Bug,Resolved,Fixed,Major,,,2022-01-04T06:33:06.538+0000,2022-02-07T16:21:26.716+0000,2022-01-05T12:09:07.494+0000,0,3,,7,0
